sample,response,population,percentage
sample09555,no,b_cell,12.81
sample09556,no,b_cell,14.77
sample09557,no,b_cell,10.13
sample09567,no,b_cell,6.09
sample09568,no,b_cell,10.18
sample09569,no,b_cell,8.93
sample09585,no,b_cell,10.04
sample09586,no,b_cell,13.85
sample09587,no,b_cell,12.01
sample09588,no,b_cell,13.63
sample09589,no,b_cell,4.69
sample09590,no,b_cell,11.29
sample09627,no,b_cell,7.83
sample09628,no,b_cell,11.3
sample09629,no,b_cell,11.46
sample09657,no,b_cell,8.63
sample09658,no,b_cell,6.83
sample09659,no,b_cell,9.76
sample09672,no,b_cell,8.6
sample09673,no,b_cell,11.9
sample09674,no,b_cell,8.34
sample09744,no,b_cell,10.12
sample09745,no,b_cell,8.43
sample09746,no,b_cell,12.91
sample09756,no,b_cell,10.92
sample09757,no,b_cell,10.26
sample09758,no,b_cell,11.27
sample09762,no,b_cell,7.78
sample09763,no,b_cell,9.72
sample09764,no,b_cell,8.39
sample09813,no,b_cell,9.96
sample09814,no,b_cell,8.51
sample09815,no,b_cell,10.7
sample09816,no,b_cell,11.27
sample09817,no,b_cell,4.91
sample09818,no,b_cell,9.41
sample09870,no,b_cell,10.4
sample09871,no,b_cell,14.36
sample09872,no,b_cell,8.69
sample09873,no,b_cell,14.7
sample09874,no,b_cell,8.87
sample09875,no,b_cell,12.08
sample09894,no,b_cell,2.83
sample09895,no,b_cell,12.47
sample09896,no,b_cell,14.28
sample09900,no,b_cell,13.7
sample09901,no,b_cell,6.18
sample09902,no,b_cell,8.57
sample09903,no,b_cell,14.11
sample09904,no,b_cell,5.34
sample09905,no,b_cell,10.28
sample09912,no,b_cell,13.01
sample09913,no,b_cell,8.65
sample09914,no,b_cell,8.37
sample09918,no,b_cell,9.81
sample09919,no,b_cell,9.98
sample09920,no,b_cell,7.7
sample09987,no,b_cell,9.69
sample09988,no,b_cell,7.95
sample09989,no,b_cell,9.47
sample09999,no,b_cell,6.28
sample10000,no,b_cell,16.33
sample10001,no,b_cell,7.7
sample10068,no,b_cell,12.0
sample10069,no,b_cell,8.85
sample10070,no,b_cell,4.7
sample10089,no,b_cell,11.85
sample10090,no,b_cell,7.87
sample10091,no,b_cell,8.79
sample10191,no,b_cell,12.0
sample10192,no,b_cell,10.57
sample10193,no,b_cell,8.29
sample10230,no,b_cell,7.71
sample10231,no,b_cell,18.24
sample10232,no,b_cell,6.68
sample10251,no,b_cell,6.34
sample10252,no,b_cell,10.47
sample10253,no,b_cell,8.93
sample10266,no,b_cell,8.83
sample10267,no,b_cell,10.75
sample10268,no,b_cell,16.53
sample10305,no,b_cell,10.14
sample10306,no,b_cell,11.17
sample10307,no,b_cell,10.59
sample10320,no,b_cell,12.94
sample10321,no,b_cell,11.74
sample10322,no,b_cell,7.82
sample10395,no,b_cell,7.82
sample10396,no,b_cell,11.23
sample10397,no,b_cell,9.57
sample10416,no,b_cell,9.12
sample10417,no,b_cell,10.96
sample10418,no,b_cell,6.31
sample10455,no,b_cell,6.85
sample10456,no,b_cell,4.6
sample10457,no,b_cell,13.25
sample10470,no,b_cell,8.77
sample10471,no,b_cell,6.54
sample10472,no,b_cell,19.49
sample10473,no,b_cell,4.85
sample10474,no,b_cell,8.77
sample10475,no,b_cell,14.66
sample00024,yes,b_cell,7.55
sample00025,yes,b_cell,12.26
sample00026,yes,b_cell,8.29
sample00060,yes,b_cell,10.66
sample00061,yes,b_cell,4.03
sample00062,yes,b_cell,10.56
sample00066,yes,b_cell,7.51
sample00067,yes,b_cell,11.04
sample00068,yes,b_cell,9.53
sample00075,yes,b_cell,13.83
sample00076,yes,b_cell,11.25
sample00077,yes,b_cell,9.11
sample00141,yes,b_cell,4.72
sample00142,yes,b_cell,10.48
sample00143,yes,b_cell,8.36
sample00165,yes,b_cell,10.59
sample00166,yes,b_cell,8.23
sample00167,yes,b_cell,8.8
sample00168,yes,b_cell,7.99
sample00169,yes,b_cell,8.64
sample00170,yes,b_cell,8.11
sample00261,yes,b_cell,8.6
sample00262,yes,b_cell,8.75
sample00263,yes,b_cell,10.39
sample00324,yes,b_cell,5.42
sample00325,yes,b_cell,9.2
sample00326,yes,b_cell,12.39
sample00327,yes,b_cell,12.26
sample00328,yes,b_cell,12.04
sample00329,yes,b_cell,9.7
sample00333,yes,b_cell,12.62
sample00334,yes,b_cell,13.7
sample00335,yes,b_cell,9.39
sample00369,yes,b_cell,9.7
sample00370,yes,b_cell,13.45
sample00371,yes,b_cell,3.98
sample00378,yes,b_cell,12.88
sample00379,yes,b_cell,16.26
sample00380,yes,b_cell,5.99
sample00426,yes,b_cell,12.57
sample00427,yes,b_cell,12.05
sample00428,yes,b_cell,4.24
sample00447,yes,b_cell,7.68
sample00448,yes,b_cell,5.61
sample00449,yes,b_cell,8.88
sample00483,yes,b_cell,10.43
sample00484,yes,b_cell,12.78
sample00485,yes,b_cell,10.52
sample00498,yes,b_cell,9.33
sample00499,yes,b_cell,11.19
sample00500,yes,b_cell,10.13
sample00510,yes,b_cell,5.69
sample00511,yes,b_cell,12.55
sample00512,yes,b_cell,7.72
sample00537,yes,b_cell,8.36
sample00538,yes,b_cell,13.21
sample00539,yes,b_cell,4.08
sample00543,yes,b_cell,10.33
sample00544,yes,b_cell,9.04
sample00545,yes,b_cell,17.02
sample00555,yes,b_cell,10.52
sample00556,yes,b_cell,5.71
sample00557,yes,b_cell,10.23
sample00564,yes,b_cell,10.78
sample00565,yes,b_cell,10.55
sample00566,yes,b_cell,13.67
sample00621,yes,b_cell,10.08
sample00622,yes,b_cell,11.42
sample00623,yes,b_cell,7.28
sample00630,yes,b_cell,5.0
sample00631,yes,b_cell,8.47
sample00632,yes,b_cell,12.39
sample00660,yes,b_cell,10.6
sample00661,yes,b_cell,6.98
sample00662,yes,b_cell,6.62
sample00675,yes,b_cell,12.47
sample00676,yes,b_cell,10.19
sample00677,yes,b_cell,12.27
sample00714,yes,b_cell,6.61
sample00715,yes,b_cell,13.57
sample00716,yes,b_cell,16.84
sample00753,yes,b_cell,7.72
sample00754,yes,b_cell,5.41
sample00755,yes,b_cell,6.91
sample00825,yes,b_cell,9.7
sample00826,yes,b_cell,15.81
sample00827,yes,b_cell,8.24
sample00840,yes,b_cell,5.93
sample00841,yes,b_cell,12.03
sample00842,yes,b_cell,5.49
sample00861,yes,b_cell,7.57
sample00862,yes,b_cell,5.91
sample00863,yes,b_cell,2.37
sample00873,yes,b_cell,6.41
sample00874,yes,b_cell,19.25
sample00875,yes,b_cell,11.56
sample00876,yes,b_cell,11.07
sample00877,yes,b_cell,8.09
sample00878,yes,b_cell,7.12
sample00888,yes,b_cell,7.08
sample00889,yes,b_cell,7.63
sample00890,yes,b_cell,12.56
sample00894,yes,b_cell,12.63
sample00895,yes,b_cell,11.68
sample00896,yes,b_cell,11.03
sample00912,yes,b_cell,8.8
sample00913,yes,b_cell,6.6
sample00914,yes,b_cell,9.85
sample00915,yes,b_cell,7.87
sample00916,yes,b_cell,5.95
sample00917,yes,b_cell,6.8
sample00939,yes,b_cell,8.3
sample00940,yes,b_cell,18.25
sample00941,yes,b_cell,9.47
sample01008,yes,b_cell,5.02
sample01009,yes,b_cell,12.23
sample01010,yes,b_cell,8.19
sample01017,yes,b_cell,8.37
sample01018,yes,b_cell,11.28
sample01019,yes,b_cell,4.64
sample01068,yes,b_cell,11.42
sample01069,yes,b_cell,8.93
sample01070,yes,b_cell,9.54
sample01074,yes,b_cell,8.62
sample01075,yes,b_cell,8.72
sample01076,yes,b_cell,9.97
sample01080,yes,b_cell,15.51
sample01081,yes,b_cell,10.0
sample01082,yes,b_cell,9.02
sample01092,yes,b_cell,9.23
sample01093,yes,b_cell,12.88
sample01094,yes,b_cell,5.14
sample01104,yes,b_cell,4.53
sample01105,yes,b_cell,13.87
sample01106,yes,b_cell,8.59
sample01128,yes,b_cell,21.03
sample01129,yes,b_cell,7.1
sample01130,yes,b_cell,12.6
sample01170,yes,b_cell,8.78
sample01171,yes,b_cell,9.92
sample01172,yes,b_cell,6.05
sample01245,yes,b_cell,9.06
sample01246,yes,b_cell,10.91
sample01247,yes,b_cell,7.2
sample01248,yes,b_cell,7.67
sample01249,yes,b_cell,7.17
sample01250,yes,b_cell,7.3
sample01260,yes,b_cell,13.23
sample01261,yes,b_cell,7.51
sample01262,yes,b_cell,14.72
sample01266,yes,b_cell,8.1
sample01267,yes,b_cell,11.67
sample01268,yes,b_cell,8.87
sample01284,yes,b_cell,9.72
sample01285,yes,b_cell,8.61
sample01286,yes,b_cell,9.0
sample01311,yes,b_cell,8.1
sample01312,yes,b_cell,9.37
sample01313,yes,b_cell,6.48
sample01326,yes,b_cell,11.36
sample01327,yes,b_cell,11.85
sample01328,yes,b_cell,10.25
sample01329,yes,b_cell,9.79
sample01330,yes,b_cell,11.45
sample01331,yes,b_cell,11.44
sample01332,yes,b_cell,15.87
sample01333,yes,b_cell,6.69
sample01334,yes,b_cell,6.97
sample01359,yes,b_cell,11.76
sample01360,yes,b_cell,9.0
sample01361,yes,b_cell,9.34
sample01377,yes,b_cell,6.18
sample01378,yes,b_cell,8.61
sample01379,yes,b_cell,11.39
sample01419,yes,b_cell,6.54
sample01420,yes,b_cell,8.84
sample01421,yes,b_cell,14.16
sample01422,yes,b_cell,9.57
sample01423,yes,b_cell,15.91
sample01424,yes,b_cell,7.52
sample01440,yes,b_cell,11.75
sample01441,yes,b_cell,5.96
sample01442,yes,b_cell,14.86
sample01458,yes,b_cell,14.28
sample01459,yes,b_cell,10.09
sample01460,yes,b_cell,12.5
sample01491,yes,b_cell,11.45
sample01492,yes,b_cell,7.21
sample01493,yes,b_cell,8.44
sample01497,yes,b_cell,14.16
sample01498,yes,b_cell,8.53
sample01499,yes,b_cell,10.46
sample01533,yes,b_cell,17.69
sample01534,yes,b_cell,9.86
sample01535,yes,b_cell,8.14
sample01536,yes,b_cell,6.52
sample01537,yes,b_cell,9.79
sample01538,yes,b_cell,14.68
sample01545,yes,b_cell,3.15
sample01546,yes,b_cell,10.39
sample01547,yes,b_cell,9.43
sample01602,yes,b_cell,9.97
sample01603,yes,b_cell,8.99
sample01604,yes,b_cell,8.73
sample01620,yes,b_cell,6.02
sample01621,yes,b_cell,4.96
sample01622,yes,b_cell,9.54
sample01635,yes,b_cell,13.21
sample01636,yes,b_cell,15.29
sample01637,yes,b_cell,10.88
sample01638,yes,b_cell,18.04
sample01639,yes,b_cell,5.13
sample01640,yes,b_cell,20.01
sample01665,yes,b_cell,11.75
sample01666,yes,b_cell,5.02
sample01667,yes,b_cell,6.22
sample01683,yes,b_cell,9.1
sample01684,yes,b_cell,11.09
sample01685,yes,b_cell,13.63
sample01692,yes,b_cell,10.52
sample01693,yes,b_cell,7.92
sample01694,yes,b_cell,13.64
sample01719,yes,b_cell,9.72
sample01720,yes,b_cell,5.79
sample01721,yes,b_cell,17.19
sample01728,yes,b_cell,4.98
sample01729,yes,b_cell,6.38
sample01730,yes,b_cell,14.09
sample01755,yes,b_cell,9.42
sample01756,yes,b_cell,8.93
sample01757,yes,b_cell,6.6
sample01785,yes,b_cell,8.89
sample01786,yes,b_cell,8.46
sample01787,yes,b_cell,5.95
sample01815,yes,b_cell,7.78
sample01816,yes,b_cell,5.34
sample01817,yes,b_cell,7.76
sample01824,yes,b_cell,11.74
sample01825,yes,b_cell,13.24
sample01826,yes,b_cell,7.59
sample01830,yes,b_cell,10.01
sample01831,yes,b_cell,7.21
sample01832,yes,b_cell,6.17
sample01833,yes,b_cell,10.65
sample01834,yes,b_cell,12.06
sample01835,yes,b_cell,14.72
sample01881,yes,b_cell,9.46
sample01882,yes,b_cell,5.6
sample01883,yes,b_cell,8.65
sample01899,yes,b_cell,10.99
sample01900,yes,b_cell,13.83
sample01901,yes,b_cell,5.85
sample01962,yes,b_cell,6.61
sample01963,yes,b_cell,6.42
sample01964,yes,b_cell,11.44
sample02037,yes,b_cell,11.6
sample02038,yes,b_cell,8.32
sample02039,yes,b_cell,7.88
sample02055,yes,b_cell,12.01
sample02056,yes,b_cell,11.44
sample02057,yes,b_cell,10.87
sample02064,yes,b_cell,12.0
sample02065,yes,b_cell,8.12
sample02066,yes,b_cell,11.05
sample02178,yes,b_cell,11.22
sample02179,yes,b_cell,10.57
sample02180,yes,b_cell,7.91
sample02196,yes,b_cell,9.51
sample02197,yes,b_cell,11.35
sample02198,yes,b_cell,6.01
sample02235,yes,b_cell,15.75
sample02236,yes,b_cell,7.1
sample02237,yes,b_cell,12.8
sample02244,yes,b_cell,8.21
sample02245,yes,b_cell,15.35
sample02246,yes,b_cell,3.98
sample02262,yes,b_cell,12.02
sample02263,yes,b_cell,5.89
sample02264,yes,b_cell,4.91
sample02340,yes,b_cell,16.15
sample02341,yes,b_cell,15.2
sample02342,yes,b_cell,11.09
sample02388,yes,b_cell,14.49
sample02389,yes,b_cell,14.72
sample02390,yes,b_cell,9.89
sample02439,yes,b_cell,5.83
sample02440,yes,b_cell,8.9
sample02441,yes,b_cell,6.32
sample02454,yes,b_cell,6.43
sample02455,yes,b_cell,5.71
sample02456,yes,b_cell,12.21
sample02466,yes,b_cell,8.02
sample02467,yes,b_cell,14.35
sample02468,yes,b_cell,6.69
sample02481,yes,b_cell,11.14
sample02482,yes,b_cell,12.07
sample02483,yes,b_cell,8.52
sample02490,yes,b_cell,9.87
sample02491,yes,b_cell,6.91
sample02492,yes,b_cell,7.42
sample02499,yes,b_cell,13.34
sample02500,yes,b_cell,9.95
sample02501,yes,b_cell,9.82
sample02517,yes,b_cell,10.31
sample02518,yes,b_cell,8.15
sample02519,yes,b_cell,16.17
sample02562,yes,b_cell,7.74
sample02563,yes,b_cell,9.56
sample02564,yes,b_cell,4.58
sample02574,yes,b_cell,5.24
sample02575,yes,b_cell,10.54
sample02576,yes,b_cell,13.23
sample02586,yes,b_cell,10.71
sample02587,yes,b_cell,11.67
sample02588,yes,b_cell,9.74
sample02589,yes,b_cell,6.73
sample02590,yes,b_cell,7.96
sample02591,yes,b_cell,9.29
sample02625,yes,b_cell,8.77
sample02626,yes,b_cell,9.57
sample02627,yes,b_cell,7.04
sample02640,yes,b_cell,6.04
sample02641,yes,b_cell,6.5
sample02642,yes,b_cell,8.02
sample02655,yes,b_cell,5.75
sample02656,yes,b_cell,8.83
sample02657,yes,b_cell,12.09
sample02673,yes,b_cell,8.47
sample02674,yes,b_cell,9.08
sample02675,yes,b_cell,6.65
sample02736,yes,b_cell,7.69
sample02737,yes,b_cell,9.23
sample02738,yes,b_cell,7.44
sample02754,yes,b_cell,12.1
sample02755,yes,b_cell,11.25
sample02756,yes,b_cell,8.39
sample02760,yes,b_cell,9.74
sample02761,yes,b_cell,6.26
sample02762,yes,b_cell,3.59
sample02766,yes,b_cell,5.1
sample02767,yes,b_cell,9.73
sample02768,yes,b_cell,11.49
sample02772,yes,b_cell,12.09
sample02773,yes,b_cell,17.18
sample02774,yes,b_cell,10.54
sample02781,yes,b_cell,6.92
sample02782,yes,b_cell,7.38
sample02783,yes,b_cell,16.2
sample02808,yes,b_cell,17.67
sample02809,yes,b_cell,9.05
sample02810,yes,b_cell,7.18
sample02823,yes,b_cell,19.28
sample02824,yes,b_cell,4.78
sample02825,yes,b_cell,12.07
sample02838,yes,b_cell,14.21
sample02839,yes,b_cell,16.96
sample02840,yes,b_cell,6.53
sample02847,yes,b_cell,12.72
sample02848,yes,b_cell,14.8
sample02849,yes,b_cell,9.03
sample02856,yes,b_cell,5.59
sample02857,yes,b_cell,5.48
sample02858,yes,b_cell,7.33
sample02874,yes,b_cell,5.14
sample02875,yes,b_cell,12.13
sample02876,yes,b_cell,9.7
sample02910,yes,b_cell,8.1
sample02911,yes,b_cell,8.36
sample02912,yes,b_cell,6.44
sample02916,yes,b_cell,14.9
sample02917,yes,b_cell,7.6
sample02918,yes,b_cell,9.14
sample02925,yes,b_cell,5.43
sample02926,yes,b_cell,5.38
sample02927,yes,b_cell,11.66
sample02928,yes,b_cell,7.53
sample02929,yes,b_cell,11.68
sample02930,yes,b_cell,7.61
sample02976,yes,b_cell,7.68
sample02977,yes,b_cell,15.93
sample02978,yes,b_cell,8.92
sample02991,yes,b_cell,14.53
sample02992,yes,b_cell,6.48
sample02993,yes,b_cell,11.51
sample02997,yes,b_cell,11.24
sample02998,yes,b_cell,8.96
sample02999,yes,b_cell,12.96
sample03000,yes,b_cell,12.27
sample03001,yes,b_cell,5.7
sample03002,yes,b_cell,9.03
sample03021,yes,b_cell,4.67
sample03022,yes,b_cell,12.11
sample03023,yes,b_cell,10.66
sample03024,yes,b_cell,9.68
sample03025,yes,b_cell,9.8
sample03026,yes,b_cell,4.93
sample03039,yes,b_cell,5.73
sample03040,yes,b_cell,12.8
sample03041,yes,b_cell,7.4
sample03066,yes,b_cell,6.75
sample03067,yes,b_cell,7.37
sample03068,yes,b_cell,7.94
sample03093,yes,b_cell,11.06
sample03094,yes,b_cell,14.84
sample03095,yes,b_cell,4.98
sample03120,yes,b_cell,8.79
sample03121,yes,b_cell,8.32
sample03122,yes,b_cell,9.26
sample03159,yes,b_cell,6.3
sample03160,yes,b_cell,14.2
sample03161,yes,b_cell,8.4
sample03183,yes,b_cell,8.04
sample03184,yes,b_cell,12.03
sample03185,yes,b_cell,16.05
sample03195,yes,b_cell,6.73
sample03196,yes,b_cell,15.81
sample03197,yes,b_cell,6.05
sample03246,yes,b_cell,10.19
sample03247,yes,b_cell,6.69
sample03248,yes,b_cell,5.87
sample03264,yes,b_cell,10.73
sample03265,yes,b_cell,11.07
sample03266,yes,b_cell,12.79
sample03267,yes,b_cell,16.0
sample03268,yes,b_cell,8.8
sample03269,yes,b_cell,9.68
sample03273,yes,b_cell,6.72
sample03274,yes,b_cell,3.51
sample03275,yes,b_cell,16.09
sample03285,yes,b_cell,6.3
sample03286,yes,b_cell,11.71
sample03287,yes,b_cell,18.37
sample03297,yes,b_cell,14.01
sample03298,yes,b_cell,6.2
sample03299,yes,b_cell,9.52
sample03303,yes,b_cell,6.89
sample03304,yes,b_cell,7.54
sample03305,yes,b_cell,12.13
sample03375,yes,b_cell,13.75
sample03376,yes,b_cell,5.71
sample03377,yes,b_cell,8.2
sample03381,yes,b_cell,13.41
sample03382,yes,b_cell,9.39
sample03383,yes,b_cell,10.66
sample03405,yes,b_cell,11.99
sample03406,yes,b_cell,14.39
sample03407,yes,b_cell,11.27
sample03453,yes,b_cell,19.4
sample03454,yes,b_cell,4.62
sample03455,yes,b_cell,11.81
sample03465,yes,b_cell,7.97
sample03466,yes,b_cell,5.29
sample03467,yes,b_cell,12.98
sample03486,yes,b_cell,13.87
sample03487,yes,b_cell,9.59
sample03488,yes,b_cell,7.53
sample03492,yes,b_cell,6.43
sample03493,yes,b_cell,17.72
sample03494,yes,b_cell,11.34
sample03531,yes,b_cell,8.29
sample03532,yes,b_cell,12.9
sample03533,yes,b_cell,15.84
sample03576,yes,b_cell,11.42
sample03577,yes,b_cell,9.23
sample03578,yes,b_cell,9.62
sample03588,yes,b_cell,10.64
sample03589,yes,b_cell,9.39
sample03590,yes,b_cell,6.4
sample03591,yes,b_cell,19.57
sample03592,yes,b_cell,6.93
sample03593,yes,b_cell,8.4
sample03621,yes,b_cell,11.35
sample03622,yes,b_cell,7.82
sample03623,yes,b_cell,13.01
sample03624,yes,b_cell,12.95
sample03625,yes,b_cell,5.19
sample03626,yes,b_cell,11.33
sample03747,yes,b_cell,13.33
sample03748,yes,b_cell,13.15
sample03749,yes,b_cell,9.86
sample03765,yes,b_cell,12.97
sample03766,yes,b_cell,9.01
sample03767,yes,b_cell,7.44
sample03789,yes,b_cell,15.98
sample03790,yes,b_cell,6.54
sample03791,yes,b_cell,11.31
sample03804,yes,b_cell,9.43
sample03805,yes,b_cell,9.19
sample03806,yes,b_cell,8.34
sample03819,yes,b_cell,4.32
sample03820,yes,b_cell,7.86
sample03821,yes,b_cell,7.4
sample03846,yes,b_cell,11.32
sample03847,yes,b_cell,12.13
sample03848,yes,b_cell,10.0
sample03852,yes,b_cell,7.54
sample03853,yes,b_cell,7.79
sample03854,yes,b_cell,7.16
sample03861,yes,b_cell,8.46
sample03862,yes,b_cell,14.93
sample03863,yes,b_cell,7.36
sample03885,yes,b_cell,13.86
sample03886,yes,b_cell,13.9
sample03887,yes,b_cell,11.32
sample03936,yes,b_cell,17.89
sample03937,yes,b_cell,9.07
sample03938,yes,b_cell,13.09
sample03942,yes,b_cell,10.38
sample03943,yes,b_cell,8.08
sample03944,yes,b_cell,7.28
sample03951,yes,b_cell,12.87
sample03952,yes,b_cell,14.59
sample03953,yes,b_cell,6.91
sample03963,yes,b_cell,7.48
sample03964,yes,b_cell,11.04
sample03965,yes,b_cell,7.22
sample03981,yes,b_cell,9.11
sample03982,yes,b_cell,11.09
sample03983,yes,b_cell,6.58
sample04014,yes,b_cell,7.42
sample04015,yes,b_cell,8.83
sample04016,yes,b_cell,16.29
sample04035,yes,b_cell,5.82
sample04036,yes,b_cell,12.73
sample04037,yes,b_cell,14.38
sample04047,yes,b_cell,7.27
sample04048,yes,b_cell,5.22
sample04049,yes,b_cell,9.87
sample04068,yes,b_cell,10.44
sample04069,yes,b_cell,9.93
sample04070,yes,b_cell,15.32
sample04128,yes,b_cell,17.05
sample04129,yes,b_cell,7.45
sample04130,yes,b_cell,7.39
sample04155,yes,b_cell,14.13
sample04156,yes,b_cell,13.57
sample04157,yes,b_cell,9.41
sample04170,yes,b_cell,10.12
sample04171,yes,b_cell,12.01
sample04172,yes,b_cell,8.19
sample04173,yes,b_cell,9.15
sample04174,yes,b_cell,13.55
sample04175,yes,b_cell,8.3
sample04188,yes,b_cell,11.2
sample04189,yes,b_cell,4.43
sample04190,yes,b_cell,8.78
sample04203,yes,b_cell,11.66
sample04204,yes,b_cell,8.44
sample04205,yes,b_cell,8.86
sample04224,yes,b_cell,11.22
sample04225,yes,b_cell,10.3
sample04226,yes,b_cell,6.07
sample04266,yes,b_cell,25.12
sample04267,yes,b_cell,7.43
sample04268,yes,b_cell,7.9
sample04284,yes,b_cell,9.9
sample04285,yes,b_cell,11.03
sample04286,yes,b_cell,5.28
sample04293,yes,b_cell,8.14
sample04294,yes,b_cell,7.88
sample04295,yes,b_cell,11.95
sample04296,yes,b_cell,10.42
sample04297,yes,b_cell,9.32
sample04298,yes,b_cell,15.57
sample04302,yes,b_cell,9.4
sample04303,yes,b_cell,6.39
sample04304,yes,b_cell,7.13
sample04347,yes,b_cell,10.24
sample04348,yes,b_cell,17.95
sample04349,yes,b_cell,13.07
sample04368,yes,b_cell,9.4
sample04369,yes,b_cell,9.75
sample04370,yes,b_cell,13.74
sample04377,yes,b_cell,15.68
sample04378,yes,b_cell,7.86
sample04379,yes,b_cell,11.88
sample04434,yes,b_cell,7.27
sample04435,yes,b_cell,5.83
sample04436,yes,b_cell,3.19
sample04461,yes,b_cell,17.08
sample04462,yes,b_cell,7.67
sample04463,yes,b_cell,8.28
sample04491,yes,b_cell,9.69
sample04492,yes,b_cell,15.02
sample04493,yes,b_cell,12.72
sample07506,yes,b_cell,8.1
sample07507,yes,b_cell,12.71
sample07508,yes,b_cell,17.28
sample07527,yes,b_cell,14.45
sample07528,yes,b_cell,6.13
sample07529,yes,b_cell,8.0
